uid,time,page
92,4950,page61
81,6780,page1
81,6798,page82
81,6806,page15
81,6835,page87
70,5506,page1
70,5534,page21
5,5182,page1
5,5205,page17
25,6802,page65
98,5010,page1
71,7075,page1
71,7078,page57
71,7123,page71
25,6913,page1
25,6923,page70
92,5071,page1
92,5094,page59
92,5096,page76
71,7288,page1
56,7227,page1
79,5091,page1
74,6434,page1
46,5443,page1
23,4768,page1
57,6182,page1
85,5458,page1
44,5570,page1
44,5580,page70
47,6471,page1
47,6499,page30
83,5765,page1
83,5784,page34
53,8221,page13
53,8248,page78
53,8255,page69
99,7755,page16
99,7756,page6
85,5532,page1
85,5532,page77
65,7065,page1
29,7395,page1
4,5522,page1
4,5550,page88
23,4937,page1
23,4955,page5
23,4972,page84
48,6800,page1
23,5156,page1
68,6338,page1
20,5236,page1
64,4680,page1
92,5107,page1
92,5109,page61
91,6743,page1
92,5182,page1
92,5190,page7
20,5313,page1
49,6275,page82
49,6278,page83
15,6149,page1
67,4143,page1
67,4162,page45
67,4172,page72
2,7417,page1
2,7417,page64
59,5800,page1
59,5809,page12
46,5560,page1
46,5566,page12
46,5593,page7
88,6394,page1
88,6420,page88
61,5128,page1
61,5138,page93
37,7254,page1
48,6889,page1
48,6889,page91
63,5342,page1
59,5835,page1
59,5864,page47
54,5520,page1
55,5757,page1
77,6327,page1
54,5540,page1
54,5569,page19
8,4297,page1
30,7179,page26
62,5589,page1
62,5605,page73
62,5621,page29
60,6087,page1
33,4534,page1
21,5328,page1
71,7342,page1
97,5220,page1
69,6651,page1
56,7461,page1
56,7477,page66
25,7056,page1
25,7059,page81
25,7068,page62
25,7081,page30
19,6285,page1
81,6972,page1
81,6983,page67
81,7004,page97
81,7007,page57
81,7014,page1
84,6309,page1
84,6328,page45
7,6030,page1
7,6052,page68
7,6053,page50
17,6984,page1
17,7008,page11
17,7027,page2
17,7053,page23
17,7073,page92
55,5898,page1
55,5904,page27
55,5904,page91
55,5908,page5
55,5927,page5
55,5937,page97
55,5966,page52
88,6592,page1
88,6620,page52
88,6640,page66
88,6658,page33
53,8345,page1
92,5240,page1
92,5244,page51
98,5094,page98
98,5102,page69
98,5118,page68
98,5128,page9
98,5146,page35
65,7202,page1
65,7226,page66
8,4317,page1
8,4326,page100
8,4341,page40
45,7169,page1
48,6902,page1
48,6924,page60
11,6419,page1
11,6425,page78
11,6442,page46
95,4610,page1
69,6667,page1
65,7282,page1
71,7531,page1
71,7560,page37
71,7586,page42
14,7063,page1
69,6675,page1
69,6691,page47
57,6373,page4
79,5135,page1
79,5139,page90
85,5696,page1
85,5716,page96
32,5751,page1
80,6416,page1
80,6439,page99
80,6466,page28
80,6484,page43
80,6511,page11
80,6523,page73
80,6524,page67
31,4914,page1
93,4688,page1
16,6555,page1
16,6573,page59
61,5274,page80
76,7283,page1
76,7302,page45
22,4586,page1
22,4590,page26
61,5466,page1
16,6620,page1
97,5283,page83
97,5302,page68
97,5314,page2
81,7153,page1
35,6972,page1
64,4860,page1
64,4860,page41
64,4881,page26
70,5567,page1
70,5583,page80
70,5607,page28
97,5323,page1
97,5325,page19
75,5795,page1
75,5800,page78
75,5804,page9
75,5807,page39
75,5812,page95
75,5817,page77
44,5728,page1
30,7222,page1
71,7793,page43
71,7819,page69
71,7847,page21
13,4938,page1
59,6006,page1
23,5342,page1
23,5347,page48
23,5372,page82
23,5381,page87
23,5407,page45
16,6645,page1
16,6650,page72
16,6672,page7
0,6720,page1
0,6726,page74
0,6742,page32
80,6605,page1
83,5967,page1
83,5979,page44
42,6257,page1
96,5400,page1
96,5403,page24
21,5517,page1
21,5522,page92
21,5524,page26
64,4957,page1
64,4965,page78
64,4965,page32
81,7267,page1
81,7269,page67
81,7277,page24
81,7279,page80
81,7284,page93
50,7069,page1
50,7092,page89
94,4360,page1
94,4370,page93
54,5684,page1
54,5702,page70
54,5719,page66
54,5723,page59
54,5750,page56
54,5754,page36
54,5766,page8
54,5791,page83
19,6371,page1
19,6398,page29
19,6417,page40
19,6424,page94
19,6427,page10
39,4718,page1
53,8506,page1
53,8521,page91
23,5497,page1
23,5502,page30
25,7188,page1
25,7204,page59
25,7221,page47
25,7233,page25
84,6386,page1
84,6414,page37
13,5114,page38
13,5129,page10
14,7066,page1
87,6732,page1
10,6713,page1
10,6716,page94
10,6730,page48
10,6743,page76
10,6750,page38
15,6244,page6
82,6447,page1
34,5915,page1
52,5756,page1
46,5783,page1
40,6178,page1
0,6892,page28
12,5700,page1
12,5706,page66
12,5724,page86
36,4437,page1
36,4443,page64
36,4458,page86
38,5320,page1
38,5330,page10
93,4776,page1
93,4801,page9
93,4813,page97
27,6394,page1
66,6272,page1
27,6422,page1
27,6438,page41
27,6445,page72
95,4755,page1
74,6548,page67
74,6554,page11
74,6554,page12
9,5866,page1
9,5880,page51
12,5756,page1
36,4633,page1
43,5439,page1
43,5440,page38
43,5448,page39
43,5472,page84
23,5676,page1
50,7196,page84
54,5959,page1
54,5965,page88
54,5969,page7
54,5992,page19
54,6017,page55
4,5572,page1
4,5597,page99
42,6313,page1
6,6949,page59
56,7553,page1
56,7561,page10
34,5956,page1
34,5971,page90
34,5973,page31
21,5589,page1
21,5600,page75
48,6995,page1
48,6999,page31
48,7017,page83
48,7045,page68
22,4726,page59
22,4731,page91
22,4745,page87
68,6444,page1
2,7586,page1
45,7356,page1
17,7259,page1
58,6732,page1
94,4417,page1
18,4687,page1
27,6491,page1
56,7699,page1
56,7707,page12
17,7344,page1
78,5791,page1
78,5815,page71
51,7170,page1
13,5149,page1
13,5150,page77
86,6856,page1
36,4763,page1
64,5105,page1
64,5131,page37
96,5516,page1
96,5543,page32
26,4768,page1
18,4836,page1
18,4854,page85
18,4861,page56
95,4853,page31
61,5640,page1
22,4918,page1
22,4936,page41
22,4949,page20
37,7437,page1
25,7311,page1
45,7500,page1
16,6766,page1
89,5952,page1
89,5979,page31
33,4683,page1
33,4703,page35
64,5211,page1
64,5216,page74
64,5219,page65
43,5591,page1
43,5615,page49
43,5630,page12
94,4471,page1
94,4482,page3
87,6825,page1
87,6854,page37
87,6881,page60
87,6885,page36
87,6899,page12
76,7472,page1
76,7478,page68
76,7507,page25
99,7933,page1
99,7935,page2
99,7944,page85
96,5561,page1
90,7625,page1
90,7651,page66
18,4952,page1
18,4963,page56
18,4970,page66
12,5848,page1
85,6047,page89
85,6053,page30
80,6673,page1
37,7607,page1
66,6442,page1
10,6972,page2
33,4775,page1
33,4775,page52
33,4795,page65
83,5980,page1
83,5990,page65
83,6002,page67
76,7574,page1
76,7586,page86
76,7610,page94
91,6780,page1
91,6792,page40
38,5333,page1
85,6246,page1
16,6837,page1
89,6078,page1
89,6081,page78
89,6084,page97
49,6286,page1
49,6308,page2
43,5735,page1
43,5739,page41
43,5744,page78
57,6462,page1
5,5369,page1
23,5838,page1
56,7881,page1
50,7395,page1
6,6987,page1
18,5166,page1
18,5175,page71
18,5200,page44
18,5227,page86
18,5255,page63
18,5273,page37
82,6550,page1
13,5173,page1
80,6678,page1
12,5980,page1
12,5985,page28
12,5985,page68
72,5877,page1
72,5881,page13
61,5729,page1
61,5733,page56
61,5753,page3
61,5766,page85
61,5774,page29
1,6394,page1
1,6397,page96
38,5548,page95
62,5792,page1
62,5792,page48
62,5796,page3
78,5837,page1
78,5854,page11
50,7526,page1
50,7546,page6
50,7568,page42
12,6162,page1
12,6162,page36
19,6620,page1
19,6622,page94
2,7628,page1
4,5767,page1
4,5786,page59
76,7620,page1
5,5397,page1
5,5423,page50
42,6502,page33
42,6503,page20
42,6523,page87
42,6524,page40
80,6755,page1
80,6767,page48
26,4869,page1
48,7193,page1
48,7193,page35
55,6132,page1
55,6151,page50
67,4237,page1
67,4243,page7
93,4983,page1
53,8613,page40
53,8641,page42
53,8665,page65
53,8685,page94
53,8692,page33
28,5240,page1
10,7075,page94
10,7097,page82
10,7101,page37
10,7110,page62
43,5901,page1
43,5952,page1
82,6576,page31
82,6597,page43
25,7348,page1
25,7350,page84
10,7256,page1
44,5877,page1
19,6723,page1
19,6750,page33
1,6429,page1
1,6454,page36
1,6465,page38
1,6482,page79
1,6493,page99
66,6614,page83
66,6616,page99
66,6623,page47
66,6626,page84
3,5126,page1
3,5148,page23
3,5164,page14
3,5192,page35
17,7390,page1
17,7417,page7
17,7437,page23
17,7460,page41
17,7463,page79
17,7475,page100
17,7489,page71
17,7496,page31
89,6298,page17
89,6303,page51
89,6324,page39
85,6346,page81
18,5325,page1
85,6502,page1
46,5837,page1
84,6426,page1
45,7638,page1
45,7743,page1
45,7764,page87
45,7768,page77
6,7021,page1
6,7023,page1
79,5293,page1
79,5296,page6
52,5779,page1
38,5708,page1
38,5711,page81
9,6057,page1
61,5879,page1
23,5987,page1
23,6005,page98
27,6515,page38
5,5434,page41
57,6497,page1
50,7685,page1
50,7705,page87
50,7710,page79
50,7738,page85
52,5839,page1
52,5859,page94
27,6637,page89
27,6642,page47
27,6661,page27
27,6685,page20
27,6697,page53
27,6725,page67
27,6734,page25
17,7646,page1
83,6003,page1
83,6013,page60
83,6030,page1
91,6966,page14
25,7385,page1
25,7410,page80
25,7446,page1
99,8134,page1
74,6561,page1
26,4870,page1
26,4896,page77
63,5352,page1
63,5379,page87
63,5386,page29
82,6648,page1
37,7742,page1
37,7759,page74
37,7777,page73
37,7780,page72
14,7167,page78
14,7175,page71
86,6896,page1
6,7218,page1
6,7234,page24
6,7239,page90
39,4844,page1
83,6117,page1
83,6121,page16
83,6129,page35
46,5948,page1
46,5967,page54
29,7587,page1
85,6657,page87
85,6677,page33
89,6393,page1
89,6533,page1
72,5971,page1
86,6897,page1
86,6914,page73
3,5253,page1
3,5260,page97
3,5269,page16
3,5283,page6
82,6687,page1
63,5402,page1
63,5403,page41
48,7302,page1
78,5903,page1
78,5930,page34
78,5951,page4
75,5977,page1
75,5992,page7
66,6655,page16
93,5163,page1
25,7522,page1
25,7529,page65
25,7537,page21
14,7257,page1
14,7272,page13
14,7289,page45
64,5229,page1
64,5235,page99
64,5239,page95
25,7696,page1
25,7739,page1
25,7760,page56
78,6005,page1
78,6030,page26
63,5493,page1
63,5516,page70
63,5518,page87
63,5543,page55
63,5546,page96
63,5546,page47
63,5555,page69
63,5569,page32
40,6363,page81
97,5593,page1
97,5598,page78
97,5615,page72
4,5978,page1
96,5601,page1
13,5188,page1
39,4876,page12
39,4895,page45
41,7378,page1
41,7380,page44
52,5989,page1
37,7890,page1
29,7734,page1
22,5029,page87
11,6757,page1
11,6781,page39
48,7482,page1
80,6791,page1
88,6871,page80
24,6671,page1
43,6116,page1
47,6814,page1
68,6596,page1
36,4881,page1
83,6183,page1
83,6197,page59
71,7991,page1
59,6123,page1
84,6568,page1
7,6164,page1
7,6184,page38
67,4343,page1
7,6285,page1
81,7288,page1
73,4682,page1
30,7726,page1
50,7844,page1
17,7717,page1
17,7724,page60
17,7740,page68
54,6139,page1
54,6146,page74
63,5600,page83
63,5792,page5
63,5796,page77
95,5218,page1
53,8808,page1
51,7362,page1
22,5054,page1
24,6867,page1
24,6879,page21
24,6908,page21
25,7854,page1
85,6750,page1
85,6774,page94
85,6783,page64
98,5216,page1
78,6214,page1
53,8817,page1
53,8846,page84
53,8850,page14
12,6229,page1
12,6231,page60
35,7110,page1
35,7121,page92
56,8110,page1
14,7343,page42
55,6331,page1
55,6355,page82
30,7909,page1
30,7922,page89
82,6734,page1
91,7158,page1
78,6242,page1
8,4441,page1
8,4464,page79
8,4483,page62
58,6828,page1
58,6857,page30
58,6886,page58
54,6319,page1
54,6331,page39
94,4570,page1
94,4597,page49
40,6393,page1
45,7930,page1
85,6849,page1
32,5761,page1
40,6416,page1
7,6453,page1
7,6462,page18
56,8135,page1
72,6128,page1
46,6107,page1
46,6118,page27
12,6374,page1
99,8201,page1
99,8208,page48
49,6375,page83
49,6393,page26
49,6399,page86
49,6417,page38
10,7327,page1
81,7288,page1
71,8036,page1
71,8043,page88
71,8072,page7
63,5978,page1
63,6000,page54
63,6001,page10
8,4509,page1
8,4538,page74
8,4564,page30
8,4590,page19
8,4613,page100
8,4638,page67
9,6227,page1
32,5833,page1
89,6760,page1
89,6779,page47
89,6796,page50
41,7450,page1
41,7476,page19
41,7480,page20
54,6505,page1
23,6116,page1
23,6123,page20
16,7005,page1
72,6149,page1
72,6166,page29
7,6530,page1
42,6676,page1
42,6682,page97
42,6684,page15
42,6709,page90
6,7362,page1
50,8037,page1
55,6396,page1
55,6402,page60
76,7805,page1
76,7811,page76
52,6046,page44
70,5806,page1
48,7613,page1
48,7619,page71
48,7624,page99
48,7634,page76
48,7638,page63
60,6222,page1
60,6234,page18
85,7033,page1
38,5909,page1
50,8235,page85
54,6538,page1
74,6668,page1
38,6023,page1
36,5078,page1
1,6507,page1
66,6704,page1
13,5213,page1
26,4936,page1
1,6598,page1
57,6527,page1
57,6527,page34
57,6548,page31
57,6562,page29
33,4871,page1
63,6146,page1
63,6149,page28
63,6151,page30
5,5515,page1
85,7049,page1
67,4352,page1
67,4381,page11
67,4388,page13
67,4390,page63
20,5489,page1
74,6736,page76
5,5517,page1
5,5520,page22
5,5525,page63
5,5546,page6
5,5565,page89
5,5565,page64
0,7000,page1
71,8100,page1
32,5843,page1
50,8372,page82
63,6299,page1
35,7186,page1
17,7747,page1
17,7754,page62
17,7765,page66
43,6289,page1
43,6292,page72
43,6310,page58
43,6314,page1
43,6336,page57
23,6152,page1
58,7058,page1
58,7063,page78
58,7074,page7
58,7098,page80
87,7094,page49
87,7108,page86
43,6451,page1
43,6474,page90
43,6483,page73
8,4769,page99
8,4786,page22
75,6278,page1
31,5212,page1
60,6340,page1
60,6349,page34
60,6367,page22
39,5126,page1
39,5147,page14
39,5161,page66
93,5226,page1
93,5242,page4
9,6270,page31
14,7530,page1
14,7536,page63
79,5518,page100
79,5521,page48
79,5522,page18
79,5539,page41
79,5559,page28
79,5580,page83
20,5596,page1
20,5599,page70
62,5952,page1
62,5970,page45
28,5338,page1
6,7487,page1
6,7513,page72
6,7526,page69
28,5355,page1
66,6803,page1
66,6824,page66
16,7061,page1
52,6141,page73
52,6153,page27
98,5341,page1
98,5341,page99
98,5350,page64
98,5374,page45
98,5377,page99
98,5384,page71
98,5399,page74
98,5417,page48
98,5440,page99
29,7762,page1
57,6689,page1
47,6901,page1
36,5119,page1
25,7980,page1
25,7980,page80
25,7982,page97
15,6328,page1
66,6967,page1
21,5738,page1
25,8085,page1
9,6447,page1
21,5922,page1
33,5020,page1
33,5023,page62
82,6923,page1
82,6926,page96
98,5562,page1
81,7346,page1
51,7532,page1
25,8302,page8
25,8328,page44
25,8350,page92
51,7609,page1
51,7620,page81
40,6636,page1
40,6645,page83
68,6701,page1
68,6706,page99
51,7685,page1
51,7710,page62
66,7041,page1
54,6728,page1
94,4733,page1
94,4748,page53
6,7545,page79
62,6071,page1
56,8259,page1
56,8269,page46
56,8285,page94
88,7006,page3
96,5774,page1
15,6333,page1
15,6352,page84
15,6354,page95
15,6362,page69
15,6364,page17
89,6946,page1
89,6954,page92
89,6982,page2
85,7108,page1
85,7124,page71
85,7134,page68
39,5215,page1
76,7980,page1
76,7994,page37
31,5324,page1
31,5340,page80
15,6451,page1
15,6467,page60
29,7949,page1
29,7954,page70
29,7969,page44
53,8975,page1
84,6731,page1
96,5904,page1
31,5427,page1
73,4963,page1
86,7072,page1
86,7084,page87
86,7084,page52
80,6933,page1
14,7582,page1
35,7323,page1
79,5637,page1
47,7015,page1
47,7044,page74
47,7069,page63
47,7090,page45
47,7119,page26
21,6116,page1
21,6136,page99
58,7156,page1
58,7163,page75
69,7188,page90
38,6188,page1
99,8360,page1
3,5293,page1
82,6976,page1
34,6116,page58
98,5745,page1
98,5768,page97
32,5887,page1
86,7216,page1
86,7244,page92
86,7260,page9
86,7260,page47
65,7328,page1
49,6572,page1
76,8044,page25
24,7006,page1
69,7257,page1
69,7274,page100
52,6205,page1
52,6233,page46
52,6261,page89
52,6268,page92
52,6288,page53
6,7749,page72
6,7767,page24
53,9023,page1
53,9045,page93
53,9067,page58
53,9096,page78
51,7751,page1
51,7754,page67
28,5393,page1
61,5890,page1
61,5892,page92
61,5913,page66
69,7378,page1
69,7384,page28
69,7405,page13
69,7413,page46
69,7432,page29
95,5320,page1
45,7964,page1
45,7964,page87
52,6298,page1
52,6304,page82
42,6798,page1
42,6824,page49
42,6824,page20
42,6836,page94
84,6782,page1
73,5139,page1
75,6443,page1
75,6456,page40
64,5424,page1
43,6600,page1
30,8084,page1
30,8093,page59
30,8118,page64
89,7004,page1
89,7027,page24
36,5146,page1
98,5831,page1
66,7386,page1
66,7413,page77
58,7359,page1
58,7385,page70
32,6027,page1
32,6054,page53
36,5204,page1
36,5212,page63
36,5216,page100
22,5168,page1
25,8430,page1
25,8452,page2
89,7115,page1
89,7117,page49
89,7133,page34
44,6036,page1
68,6887,page1
68,6890,page3
68,6907,page38
33,5113,page1
33,5120,page25
78,6408,page1
7,6643,page1
7,6648,page68
70,5949,page1
70,5966,page24
70,5980,page94
70,5987,page64
16,7193,page1
60,6555,page1
79,5639,page1
26,5134,page1
26,5152,page64
84,6845,page43
20,5735,page1
20,5735,page26
40,6673,page1
40,6691,page26
40,6708,page34
40,6731,page3
40,6746,page91
72,6337,page1
72,6364,page27
72,6369,page40
72,6390,page74
56,8418,page1
45,8320,page1
14,7616,page1
57,6767,page10
44,6137,page1
16,7382,page1
98,6029,page1
98,6039,page25
98,6065,page27
98,6069,page13
98,6092,page8
98,6114,page60
98,6137,page82
83,6246,page1
70,6178,page1
70,6192,page64
70,6221,page90
70,6234,page35
97,5794,page1
97,5796,page31
97,5806,page3
77,6504,page1
56,8511,page1
56,8528,page56
56,8533,page98
16,7526,page76
27,6867,page1
19,6956,page1
19,6962,page28
3,5386,page1
96,5928,page1
50,8479,page1
37,8004,page1
19,7123,page1
93,5348,page1
47,7259,page1
93,5368,page1
93,5372,page78
93,5387,page51
52,6428,page1
79,5728,page1
65,7747,page55
23,6252,page1
23,6263,page8
23,6282,page83
52,6624,page90
12,6466,page1
12,6486,page40
71,8130,page1
2,7808,page1
94,4774,page1
13,5411,page1
13,5421,page14
13,5441,page22
13,5461,page37
13,5477,page50
13,5499,page72
10,7409,page1
0,7180,page1
0,7200,page6
0,7209,page10
69,7457,page1
69,7466,page45
59,6261,page1
19,7223,page51
19,7239,page93
44,6144,page1
44,6166,page6
53,9195,page1
53,9203,page7
53,9232,page61
46,6326,page1
49,6734,page1
49,6749,page86
61,5957,page54
61,5957,page59
52,6632,page1
20,5876,page1
97,5973,page1
97,5974,page23
97,5983,page40
97,5984,page36
97,6001,page7
97,6003,page71
97,6019,page37
43,6760,page1
43,6789,page60
43,6798,page70
80,6977,page7
80,6991,page49
75,6754,page1
75,6781,page72
75,6800,page99
75,6829,page30
75,6853,page75
88,7056,page1
22,5201,page75
22,5223,page65
80,7142,page1
64,5551,page1
6,7775,page1
64,5686,page1
81,7440,page1
81,7444,page20
81,7453,page45
95,5322,page1
95,5323,page23
53,9386,page1
13,5679,page1
58,7551,page1
86,7414,page1
30,8220,page1
20,5928,page37
97,6131,page4
97,6140,page13
97,6161,page52
97,6189,page9
97,6216,page5
83,6254,page1
83,6276,page10
83,6297,page6
83,6316,page61
83,6336,page47
21,6391,page1
78,6491,page1
8,4825,page1
11,6866,page1
4,6210,page1
35,7597,page95
4,6226,page1
4,6226,page79
53,9544,page1
53,9546,page86
53,9557,page56
62,6088,page72
62,6091,page69
43,6887,page82
4,6388,page1
4,6407,page40
4,6426,page83
84,6931,page1
84,6935,page40
62,6179,page1
62,6181,page27
94,4926,page1
32,6055,page1
32,6067,page67
32,6076,page17
19,7284,page1
92,5335,page1
83,6341,page1
83,6367,page82
83,6396,page37
25,8489,page1
25,8501,page16
68,6924,page1
68,6936,page95
68,6965,page90
68,6989,page31
54,6871,page1
39,5276,page1
99,8394,page1
85,7462,page1
21,6529,page1
21,6548,page87
78,6587,page1
78,6612,page80
78,6630,page54
85,7562,page1
39,5314,page1
88,7144,page1
88,7163,page61
13,5828,page38
91,7615,page1
91,7632,page58
77,6661,page1
77,6687,page93
77,6693,page32
69,7546,page97
20,6108,page1
20,6131,page35
20,6151,page96
25,8672,page1
25,8699,page39
25,8718,page45
57,6841,page1
54,7001,page1
54,7004,page86
54,7026,page69
54,7030,page14
72,6511,page38
72,6529,page51
72,6529,page21
72,6533,page48
28,5499,page1
90,7729,page1
36,5226,page1
29,8102,page1
16,7556,page1
81,7530,page10
65,7793,page1
65,7813,page84
65,7839,page79
65,7842,page78
55,6519,page1
55,6530,page55
55,6541,page31
55,6546,page50
55,6557,page71
55,6576,page18
25,8806,page1
81,7552,page1
81,7570,page19
18,5404,page1
14,8008,page1
22,5265,page1
25,8840,page1
25,8860,page18
84,7077,page1
84,7090,page47
84,7119,page16
84,7122,page83
84,7151,page6
84,7168,page2
24,7066,page1
52,6762,page1
52,6780,page51
52,6807,page43
45,8416,page1
45,8421,page8
45,8446,page21
45,8471,page76
45,8477,page39
33,5258,page1
33,5285,page59
4,6435,page1
54,7119,page1
10,7533,page22
46,6377,page1
3,5465,page79
3,5483,page64
86,7601,page1
38,6252,page1
32,6181,page1
32,6203,page13
55,6694,page1
55,6703,page2
55,6729,page29
74,6885,page1
74,6896,page99
74,6913,page48
16,7735,page1
16,7871,page1
34,6302,page23
34,6302,page39
77,6878,page1
77,6902,page48
2,7988,page1
36,5266,page1
88,7285,page1
33,5459,page71
48,7825,page1
48,7830,page19
16,7955,page1
61,6048,page1
61,6064,page63
61,6073,page100
83,6503,page1
83,6525,page81
83,6533,page65
83,6533,page80
83,6560,page12
69,7738,page1
69,7746,page64
4,6531,page1
80,7194,page91
80,7223,page42
67,4580,page1
55,6871,page1
55,6885,page74
33,5513,page1
33,5538,page10
70,6362,page1
79,5794,page1
64,5687,page1
64,5705,page2
64,5710,page2
62,6265,page1
62,6291,page4
62,6311,page42
92,5485,page1
92,5502,page34
92,5530,page78
21,6713,page1
84,7283,page1
84,7294,page57
58,7750,page1
79,5957,page1
66,7420,page1
22,5429,page1
90,7843,page1
36,5274,page1
55,6976,page1
55,6981,page58
55,6996,page25
52,6938,page1
52,6940,page8
4,6617,page1
4,6629,page86
4,6638,page4
48,8020,page1
48,8036,page14
35,7679,page1
64,5765,page1
64,5781,page7
64,5782,page44
64,5787,page18
48,8202,page1
48,8227,page88
48,8246,page43
48,8267,page22
48,8268,page43
11,7039,page1
11,7045,page39
11,7058,page14
11,7084,page91
38,6346,page1
38,6368,page96
38,6387,page79
27,7000,page1
72,6552,page1
72,6554,page12
72,6573,page28
39,5346,page1
54,7211,page1
54,7238,page25
54,7243,page83
75,7038,page1
94,5055,page1
82,6978,page1
82,7007,page44
34,6415,page1
39,5368,page1
39,5397,page66
39,5423,page57
39,5424,page37
39,5427,page72
39,5439,page59
62,6494,page1
62,6496,page38
62,6510,page69
51,7773,page1
48,8406,page1
98,6199,page1
98,6227,page77
15,6478,page1
31,5683,page1
31,5709,page87
31,5750,page1
31,5762,page20
88,7331,page1
6,7952,page1
6,7962,page43
20,6287,page1
80,7378,page1
80,7379,page25
80,7400,page53
26,5443,page1
26,5469,page77
26,5480,page71
69,7758,page1
69,7782,page86
24,7180,page1
73,5170,page1
73,5199,page92
73,5222,page53
73,5238,page73
73,5261,page52
60,6670,page1
60,6672,page28
60,6685,page85
60,6701,page39
60,6719,page67
43,6890,page1
43,6907,page57
43,6915,page86
48,8604,page1
48,8618,page77
16,8104,page1
16,8121,page68
55,7032,page1
55,7052,page62
55,7073,page67
55,7087,page51
55,7099,page91
55,7120,page64
55,7127,page7
55,7144,page48
17,8202,page1
17,8216,page43
76,8145,page1
69,7975,page1
6,8104,page1
6,8113,page64
20,6442,page1
20,6467,page50
0,7289,page1
97,6390,page1
97,6394,page64
10,7568,page1
1,6796,page1
45,8654,page1
45,8658,page4
86,7763,page1
86,7785,page65
86,7804,page40
86,7809,page53
86,7819,page44
46,6423,page1
64,5821,page1
64,5835,page63
85,7613,page1
34,6422,page1
9,6454,page1
18,5416,page1
28,5538,page1
28,5540,page11
28,5542,page100
92,5632,page1
92,5658,page43
92,5686,page75
57,7120,page1
23,6333,page14
48,8790,page1
19,7379,page1
19,7400,page82
15,6570,page1
86,7939,page1
86,7950,page51
89,7234,page1
42,6922,page88
42,6950,page88
42,6953,page93
10,7614,page1
3,5649,page1
3,5662,page98
46,6559,page1
81,7621,page1
81,7631,page69
81,7649,page10
81,7649,page1
81,7655,page34
24,7237,page1
24,7239,page13
12,6540,page20
12,6560,page69
23,6499,page1
23,6521,page13
60,6800,page30
60,6828,page68
81,7787,page28
47,7331,page1
69,8010,page1
79,6042,page1
79,6060,page92
79,6079,page75
66,7502,page1
74,7023,page31
74,7045,page21
74,7067,page7
83,6616,page1
60,6955,page1
60,6971,page15
16,8154,page1
55,7319,page1
54,7295,page1
96,6199,page1
96,6212,page44
96,6212,page15
87,7303,page1
87,7326,page94
17,8390,page1
17,8406,page12
63,6606,page1
72,6641,page1
48,8904,page1
9,6561,page1
9,6565,page49
9,6582,page12
9,6584,page53
15,6639,page1
34,6613,page1
34,6617,page86
33,5670,page1
19,7560,page1
19,7571,page20
87,7366,page1
63,6728,page1
63,6736,page68
36,5283,page1
37,8080,page1
49,6918,page1
49,6939,page29
49,6965,page83
19,7752,page1
17,8410,page38
73,5361,page1
73,5362,page49
73,5371,page58
43,7003,page48
12,6749,page1
12,6777,page78
22,5444,page1
22,5444,page81
26,5502,page1
97,6541,page1
97,6555,page97
43,7032,page1
43,7033,page30
43,7042,page25
43,7046,page27
20,6651,page1
55,7465,page1
42,7040,page1
61,6081,page1
87,7373,page1
73,5469,page1
9,6618,page1
9,6620,page63
9,6625,page48
9,6637,page1
39,5445,page1
39,5448,page56
39,5461,page69
39,5463,page47
44,6344,page1
44,6367,page38
59,6401,page1
59,6404,page5
59,6414,page45
65,7848,page52
65,7866,page70
58,7915,page1
65,8038,page1
65,8039,page3
86,8141,page58
86,8146,page24
48,8970,page28
48,8983,page56
74,7219,page1
15,6712,page1
15,6714,page58
15,6728,page18
11,7252,page54
30,8460,page1
6,8149,page1
31,5883,page1
31,5910,page46
31,5937,page29
31,5944,page54
31,5953,page40
53,9578,page1
93,5449,page1
90,7955,page1
90,7966,page56
90,7966,page6
72,6748,page1
72,6773,page57
72,6795,page52
72,6808,page58
72,6935,page1
57,7144,page1
57,7173,page11
57,7194,page68
57,7217,page76
57,7221,page49
11,7363,page1
11,7377,page32
86,8307,page1
86,8329,page69
68,7184,page1
68,7211,page28
68,7221,page13
68,7242,page71
29,8140,page1
29,8151,page15
29,8151,page63
95,5557,page1
95,5571,page2
49,7136,page1
49,7155,page13
49,7177,page71
49,7185,page71
49,7192,page81
91,7681,page1
62,6553,page1
10,7731,page1
58,7939,page1
39,5594,page1
34,6720,page1
34,6738,page37
34,6749,page39
32,6244,page1
46,6709,page1
46,6731,page98
89,7262,page91
21,6996,page1
21,7010,page100
21,7034,page20
21,7036,page17
21,7053,page3
99,8570,page1
99,8576,page24
37,8195,page1
83,6693,page1
53,9607,page1
72,6942,page1
72,6943,page29
72,6943,page25
72,6971,page32
44,6390,page1
44,6399,page6
44,6421,page30
44,6438,page16
40,6902,page1
35,7900,page1
35,7918,page66
35,7941,page42
35,7959,page8
35,7983,page95
35,7995,page55
35,8017,page65
16,8180,page1
16,8202,page76
3,5850,page1
11,7550,page1
90,8111,page1
90,8134,page37
90,8138,page23
90,8161,page73
90,8176,page8
90,8196,page39
27,7021,page1
12,6784,page1
35,8102,page1
82,7110,page30
82,7118,page1
82,7139,page83
82,7168,page25
41,7500,page81
29,8198,page1
29,8220,page79
53,9657,page1
53,9682,page96
53,9711,page3
53,9732,page52
53,9751,page21
53,9758,page87
53,9768,page90
53,9786,page49
86,8347,page1
